NAICS,Lat,Long,Emps
4842,39.778964,-104.8394,3
7222,39.623087,-105.09082,11
5415,39.613385,-104.85168,1
7211,39.654364,-105.08002,15
7222,39.684998,-104.94198,1
5415,39.714517,-105.14533,1
3231,39.661542,-104.86468,5
2389,39.660637,-105.0948,1
5312,39.660263,-104.96173,1
4441,39.681616,-104.85705,2
6211,39.73714,-104.96238,1
7222,39.850301,-105.02462,5
8111,39.82443,-105.02528,4
5416,39.602063,-104.89932,29
8129,39.785463,-105.10405,18
8121,39.840618,-105.08207,1
5416,39.758234,-105.11649,1
5241,39.649667,-105.07611,1
7222,39.740005,-105.10268,10
4244,39.783347,-104.87192,25
4244,39.787154,-105.00492,147
5231,39.75751,-105.00216,1
5222,39.612405,-104.89722,1
5239,39.614063,-104.85763,1
8121,39.724475,-105.10002,3
5182,39.749769,-104.99558,1
5182,39.674563,-104.84702,2
5182,39.747299,-104.99667,1
5182,39.790299,-105.00152,1
5182,39.620399,-104.89824,3
5182,39.632635,-104.90009,3
5182,39.771464,-104.85622,1
5182,39.739601,-105.16388,4
5182,39.717082,-104.94638,1
5182,39.654561,-104.86983,5
5182,39.723374,-104.98518,10
5182,39.649878,-105.07462,132
5182,39.620741,-105.10482,10
5182,39.746332,-104.99104,1
5182,39.644264,-104.90033,12
6213,39.691922,-104.94088,1
5619,39.716959,-104.94268,1
5415,39.732277,-104.99143,1
4251,39.699678,-104.96188,1
6233,39.734164,-104.83928,5
7221,39.770417,-104.84718,15
4842,39.8543,-105.0839,3
8114,39.640328,-104.81908,1
6212,39.778048,-105.08158,11
2361,39.741678,-104.88008,1
8111,39.644091,-104.80619,1
4543,39.758537,-105.08114,1
3231,39.78614,-105.08628,5
6213,39.681963,-104.93509,6
2111,39.745906,-104.99275,1
2361,39.678737,-104.87999,1
5313,39.744804,-104.98965,2
4251,39.633424,-104.90059,2
5311,39.764101,-104.98018,1
5111,39.692857,-105.15047,1
7224,39.748159,-105.00025,19
5415,39.837663,-105.15098,2
8111,39.696563,-105.00678,1
4244,39.793589,-105.0437,3
4232,39.716214,-104.98772,10
2361,39.652112,-104.89892,13
2361,39.784037,-105.06512,3
5418,39.668974,-104.99607,3
4251,39.851424,-105.13238,1
2111,39.751198,-104.99338,9
5311,39.643883,-104.93402,1
8132,39.793537,-105.16878,4
8111,39.663882,-105.01238,2
4532,39.763901,-105.14242,2
5416,39.621038,-104.89431,1
5416,39.764037,-105.03495,1
7139,39.7221,-104.895,31
4511,39.774455,-105.04382,2
4921,39.676883,-105.08632,2
4251,39.747834,-105.03912,1
2382,39.811148,-104.97828,19
2383,39.821617,-104.98768,2
5415,39.603382,-104.95672,1
5415,39.757401,-105.04178,1
5617,39.753037,-104.87575,92
7115,39.637171,-104.80942,4
4236,39.775484,-104.97192,4
6212,39.757928,-104.90251,10
4511,39.690262,-104.98732,3
2382,39.862737,-105.02388,10
3323,39.797676,-105.06158,3
5223,39.610871,-105.10252,1
5411,39.75221,-105.01508,2
5239,39.612405,-104.89722,1
5413,39.709534,-105.11302,1
5415,39.68393,-104.89149,3
7221,39.720863,-104.95428,15
5415,39.742368,-104.94318,1
2131,39.702449,-104.91262,3
5613,39.742828,-104.98758,1
3333,39.804401,-105.04418,135
4231,39.734041,-105.01432,7
6241,39.647787,-105.08618,5
5321,39.740095,-105.06881,2
5418,39.752717,-104.9984,8
8129,39.761216,-104.97877,6
4236,39.630724,-104.89235,17
5313,39.740805,-105.10028,1
4242,39.7812,-104.93178,12
5416,39.697647,-104.95562,1
4533,39.613063,-105.00568,1
5418,39.690717,-104.95682,6
2381,39.732241,-104.95272,3
3391,39.653328,-104.81521,1
3271,39.782931,-105.17703,1
8141,39.610063,-104.85579,1
7221,39.753738,-104.81244,17
7222,39.73714,-104.97972,3
3391,39.725741,-104.82122,2
2361,39.815462,-105.09302,2
7114,39.747784,-104.99206,1
6213,39.652226,-104.97848,1
5415,39.885663,-104.83091,2
7221,39.727887,-104.90368,18
8113,39.813037,-104.9141,8
5242,39.739928,-105.1274,2
2131,39.723566,-104.94628,1
5242,39.728962,-105.12908,1
5415,39.622338,-104.87965,3
8141,39.682553,-104.98298,1
8141,39.766929,-105.03442,1
7224,39.882375,-105.01193,16
5418,39.752136,-104.99899,2
7221,39.727664,-104.84702,4
5223,39.782539,-104.84728,1
4841,39.708981,-104.83051,1
5416,39.610567,-104.96548,1
6211,39.775917,-105.10978,5
5411,39.695801,-105.12942,1
5418,39.732152,-104.97538,2
5617,39.634061,-105.14486,1
4236,39.833083,-105.11042,2
5411,39.7155,-104.94962,3
5231,39.776737,-105.06297,1
5231,39.769363,-105.03185,2
5231,39.670842,-104.94098,1
5231,39.856737,-105.06285,1
5231,39.704114,-105.13771,1
5231,39.624337,-104.88846,4
5231,39.699399,-104.86618,2
5231,39.711337,-104.82381,1
5231,39.71954,-104.95922,1
5616,39.719537,-104.95322,25
4453,39.734472,-104.98758,5
7223,39.741563,-105.08513,6
2361,39.624305,-104.89741,7
2361,39.742828,-104.98758,9
5312,39.746783,-105.03672,1
7224,39.890838,-104.97927,11
5419,39.831441,-105.12605,1
4233,39.806863,-104.97322,45
5251,39.651563,-104.89208,1
7211,39.73317,-105.16192,60
3212,39.818339,-104.96292,166
5511,39.742227,-104.97768,1
5312,39.769537,-105.06652,1
5412,39.637015,-105.09611,1
8111,39.892696,-104.96609,3
5415,39.761201,-105.01292,1
5416,39.642977,-104.93324,1
5311,39.649737,-104.88292,1
8141,39.764137,-105.07595,1
4241,39.633424,-104.90059,6
5412,39.721286,-104.90672,1
5312,39.668058,-105.11692,1
7221,39.857299,-104.97762,8
5239,39.746256,-104.99145,2
8121,39.694704,-104.82781,8
7115,39.695806,-104.97672,1
5614,39.702139,-105.1293,2
8112,39.769537,-105.042,1
5223,39.849137,-105.00119,2
2382,39.681296,-105.04818,1
5231,39.620399,-104.89824,7
2361,39.753053,-105.03008,1
4244,39.790468,-104.98949,17
5411,39.752392,-104.96608,1
6213,39.764226,-105.14242,4
4251,39.621974,-104.8789,4
5312,39.607302,-104.90438,1
5312,39.643452,-104.90514,1
6215,39.655037,-104.97849,5
5614,39.772597,-105.08122,2
5223,39.604863,-105.10538,1
4541,39.648018,-104.98742,1
5414,39.653163,-105.02657,5
5416,39.704676,-105.1506,1
5416,39.645664,-104.93512,2
4251,39.804438,-105.15324,1
7221,39.653163,-105.01897,4
8129,39.771499,-104.90998,9
7221,39.771584,-105.04418,15
7221,39.681008,-105.10002,5
6213,39.728495,-105.10942,1
6212,39.699399,-104.86618,10
8129,39.69434,-104.99148,10
5411,39.747301,-104.98979,88
5222,39.740337,-104.87502,5
5411,39.741881,-104.96082,2
5416,39.750515,-104.99945,1
5112,39.702597,-104.96648,2
5419,39.612405,-104.89722,6
7221,39.812463,-105.14084,1
2382,39.771237,-104.84157,5
5412,39.677001,-105.05338,1
8141,39.610562,-104.9584,3
5415,39.709714,-105.07708,1
8141,39.71455,-104.93408,1
4244,39.724586,-105.01878,3
5614,39.748658,-104.99793,4
4461,39.858802,-104.97815,2
5414,39.649237,-104.88706,1
7221,39.697493,-104.86582,3
6233,39.764132,-105.05338,17
8121,39.753184,-104.9921,5
4482,39.710788,-105.08551,2
2361,39.80308,-105.19938,7
5419,39.723282,-105.13242,4
5614,39.689047,-105.06447,2
6213,39.650564,-105.08112,1
5416,39.742271,-104.98758,1
6216,39.780801,-105.08122,1
2383,39.759209,-104.93518,4
6211,39.653237,-104.98188,13
5242,39.661831,-104.85695,2
5416,39.747496,-104.80553,2
5416,39.611237,-104.8535,2
5416,39.750155,-105.15254,1
8141,39.755963,-104.8876,1
6241,39.74128,-104.81028,8
7221,39.740337,-104.85388,4
7222,39.705138,-105.10932,1
5616,39.704037,-104.82601,4
8111,39.719719,-105.19563,9
5415,39.742772,-104.98722,12
2383,39.690123,-104.87158,1
5417,39.70754,-104.92682,1
8139,39.734037,-104.99012,1
5231,39.712007,-104.94943,3
6213,39.742779,-104.94438,2
2382,39.791137,-104.95091,12
1112,39.848201,-104.89712,32
3231,39.723645,-105.16807,10
4249,39.679486,-105.00162,1
4481,39.782539,-104.84728,2
5416,39.806062,-105.09162,1
8133,39.619263,-105.04504,2
4539,39.776737,-105.05974,2
5511,39.708968,-104.94378,5
6117,39.654763,-104.97098,1
8141,39.721926,-104.9245,1
5223,39.695775,-104.94032,3
5223,39.740357,-104.81739,4
5223,39.652963,-104.87867,3
5415,39.700063,-104.93705,4
4251,39.676963,-104.84888,1
4543,39.741346,-104.91862,1
6114,39.77989,-104.91982,2
5613,39.739129,-104.88955,12
4841,39.792479,-104.94538,3
6215,39.743151,-105.15698,1
7222,39.734752,-105.15931,4
3219,39.772763,-104.94522,17
3231,39.787916,-104.96841,10
7222,39.747587,-104.99979,10
4842,39.781734,-104.81608,1
2383,39.710849,-105.12832,2
7222,39.759837,-105.01356,8
5411,39.734185,-104.98592,1
4231,39.694419,-104.9017,1
6213,39.690246,-104.98528,6
5413,39.74133,-104.94898,1
5223,39.719551,-104.95718,15
5617,39.637462,-105.07973,9
5241,39.7155,-104.94962,1
8141,39.755459,-104.89198,1
3241,39.802104,-104.94668,357
5313,39.732048,-105.01651,3
8141,39.721263,-104.93372,1
2361,39.749166,-105.06398,2
5231,39.674563,-104.84702,97
5614,39.749573,-104.99725,1
5419,39.706854,-104.8694,7
5617,39.668341,-104.93842,14
2382,39.656063,-105.05302,1
5415,39.720767,-104.90044,1
4511,39.70321,-104.95918,1
6211,39.732238,-104.97538,1
5311,39.69814,-104.93382,2
5414,39.749746,-104.92092,1
5231,39.62722,-105.04982,1
5617,39.75019,-104.96608,2
4251,39.736951,-104.95528,2
5617,39.855418,-104.97112,1
5415,39.698436,-104.95549,4
5415,39.753736,-105.04238,2
5222,39.739034,-104.96488,2
2389,39.665285,-104.98308,1
6212,39.712606,-105.10038,7
3273,39.61467,-105.00058,4
2372,39.79972,-105.11165,1
7221,39.752863,-105.06104,17
4251,39.670295,-104.92092,3
4234,39.622576,-104.89037,10
5242,39.898523,-105.05328,1
8141,39.724806,-104.94232,1
5111,39.734065,-105.09239,2
5416,39.752136,-104.99899,2
7224,39.740137,-104.97172,23
6115,39.678537,-104.91951,4
5617,39.619669,-104.99012,1
5619,39.687823,-104.90078,1
7222,39.710863,-105.08342,6
4251,39.752136,-104.99899,11
5412,39.720663,-105.19263,6
5313,39.719927,-104.95598,1
7221,39.75526,-104.98989,11
4244,39.71076,-105.02738,8
2382,39.811446,-105.05642,1
8132,39.728442,-105.00178,4
3231,39.741363,-105.1044,3
7221,39.761963,-105.03478,27
7221,39.608688,-104.92254,39
6214,39.709162,-104.94052,1
5411,39.748325,-104.9942,1
5223,39.742448,-104.97597,3
7221,39.72587,-104.97418,21
5411,39.744447,-104.98599,4
4921,39.886408,-104.99338,1
2361,39.837137,-105.11438,4
7221,39.724352,-105.01878,2
5411,39.7155,-104.94962,1
2382,39.635287,-105.15288,1
8141,39.747956,-104.92948,1
4533,39.642438,-104.88064,1
8141,39.616663,-104.91749,1
7222,39.884663,-104.94301,8
4251,39.843451,-105.12112,2
5413,39.741296,-104.98592,4
2389,39.774599,-105.01876,2
4237,39.790437,-104.85011,38
8139,39.843293,-105.04873,1
5415,39.614493,-104.88684,22
5242,39.609463,-104.90733,1
2362,39.741894,-104.98824,15
5511,39.624909,-104.95434,2
2381,39.720123,-105.03138,6
7222,39.66276,-105.02492,12
7222,39.711337,-105.01118,16
7222,39.747637,-104.97795,21
7222,39.737002,-104.91628,20
7222,39.769437,-105.08386,16
7222,39.691577,-105.05338,19
5112,39.615677,-104.80548,1
6216,39.695734,-104.89672,20
7222,39.702188,-104.97749,3
2361,39.701263,-104.85072,1
5614,39.656278,-105.05433,2
4531,39.749789,-104.99695,1
5412,39.745169,-104.9896,42
5242,39.614949,-104.98828,1
2361,39.677913,-104.89188,2
4532,39.740537,-105.07311,4
5313,39.608123,-105.10962,1
8141,39.741037,-105.03562,1
2381,39.767527,-104.85452,4
4251,39.754908,-104.95748,1
4539,39.614306,-105.01602,4
2382,39.807148,-105.11788,5
5239,39.751013,-104.99709,2
7222,39.713613,-105.13354,10
4442,39.601156,-104.98838,1
7221,39.740337,-104.95381,2
5617,39.783611,-105.07688,2
8141,39.724265,-104.92518,1
5223,39.650137,-105.07586,6
6241,39.650564,-105.08112,1
8111,39.624337,-105.01627,6
5617,39.784764,-104.94272,6
5412,39.6975,-104.95322,7
8123,39.648522,-104.98793,1
4481,39.71978,-104.94962,2
2383,39.8576,-104.9629,15
8141,39.761204,-105.03792,1
8141,39.669161,-104.95212,1
4251,39.710745,-104.98778,1
5415,39.745764,-104.99031,2
8139,39.827163,-105.0303,6
7221,39.717867,-104.95742,156
5616,39.604215,-104.90382,2
4421,39.613837,-105.01572,2
2382,39.86385,-105.10079,3
5617,39.820237,-105.06093,1
4453,39.748036,-105.08158,1
2381,39.6971,-105.0353,2
3371,39.77812,-104.94382,10
8141,39.72867,-104.96692,1
4453,39.761863,-105.01497,2
7222,39.614654,-104.81551,35
8141,39.7341,-104.9168,1
5223,39.886796,-104.92868,1
6212,39.624313,-104.89734,3
5416,39.715196,-104.94359,1
5242,39.61179,-104.90105,1
5617,39.756137,-105.02102,55
6114,39.61874,-105.08382,1
7115,39.78714,-105.03478,1
4251,39.662393,-104.96582,1
4451,39.743163,-104.98265,2
5617,39.688237,-104.83705,2
8121,39.72342,-104.98938,5
4251,39.754837,-104.89643,1
8123,39.622974,-105.02595,9
5419,39.750515,-104.99945,2
5223,39.627323,-104.8998,1
5415,39.755757,-105.00413,1
4251,39.739457,-104.92188,1
5411,39.744447,-104.98599,1
6213,39.75789,-105.01972,2
5413,39.676068,-105.08162,9
5414,39.778297,-105.09005,2
5416,39.637233,-105.12981,1
2381,39.699422,-105.00448,7
5239,39.677786,-104.90838,1
4243,39.69417,-104.99002,14
4251,39.7298,-104.9518,2
5617,39.678547,-105.01604,2
5221,39.721285,-104.94998,21
6211,39.893745,-105.03177,3
5418,39.682312,-105.14771,3
6212,39.802237,-105.09529,6
2382,39.828863,-105.08019,3
6244,39.802015,-105.1386,17
5415,39.670978,-104.98152,1
5222,39.602063,-104.90349,7
5242,39.715167,-104.95485,2
5419,39.758637,-105.03187,2
7222,39.713037,-104.82313,12
5418,39.613563,-105.01808,3
4236,39.801439,-105.06712,4
4481,39.683407,-104.89007,1
6216,39.7666,-105.019,10
2381,39.870728,-105.00578,1
8141,39.715094,-104.93032,1
4483,39.740063,-105.09229,1
7222,39.812647,-105.16381,27
8141,39.732,-104.971,1
4251,39.764037,-105.0455,1
5419,39.704604,-104.93357,3
5221,39.620399,-104.89824,1
5412,39.685563,-104.94221,5
2361,39.77336,-105.03948,5
5151,39.747707,-105.00686,187
7221,39.899837,-105.01464,19
5312,39.798242,-104.86025,1
5415,39.751605,-104.93188,2
6212,39.711237,-105.08648,6
5411,39.735759,-104.99012,3
5242,39.886408,-104.99338,1
6233,39.686459,-104.8939,35
2371,39.880446,-104.86693,70
8141,39.676637,-105.04334,1
5313,39.754663,-105.01693,7
5418,39.622216,-104.88474,3
5241,39.602063,-104.89932,1
6213,39.650942,-104.89897,1
8141,39.704954,-104.92528,1
5239,39.749039,-104.99451,1
3119,39.778837,-104.9114,22
4251,39.722637,-104.96288,2
5311,39.749454,-104.99568,8
4251,39.692266,-104.80185,1
4235,39.870663,-104.89386,9
5411,39.739316,-105.04262,1
7222,39.678637,-104.95879,8
5313,39.7391,-104.9841,24
6213,39.643792,-104.90727,58
4533,39.759293,-104.98467,3
6212,39.710563,-105.12475,9
5412,39.718522,-104.92248,1
2383,39.7592,-104.8715,341
4859,39.649808,-105.00479,83
6214,39.86849,-104.99642,11
5419,39.801863,-105.09526,10
8123,39.660423,-104.85427,1
4251,39.647663,-104.88241,2
8139,39.68041,-105.10146,1
5416,39.670263,-105.14837,1
5511,39.644328,-104.93402,2
5614,39.70724,-104.93358,4
5619,39.70724,-104.93358,9
4238,39.770408,-104.92718,10
2383,39.722963,-105.06215,8
5312,39.6995,-105.1441,1
8129,39.759905,-105.01598,7
3272,39.794363,-104.86465,20
3361,39.722863,-105.18041,12
5413,39.741801,-104.98722,1
5416,39.764937,-105.03302,1
3363,39.64497,-105.00188,4
5312,39.602452,-104.87758,1
5313,39.618073,-104.89647,4
2382,39.637437,-105.04382,7
4251,39.614253,-105.04087,1
6213,39.671163,-104.97662,3
5412,39.818318,-105.15467,2
5221,39.669708,-105.15172,2
5617,39.667476,-104.82307,7
5415,39.712429,-105.13344,2
7221,39.652628,-104.99452,5
8123,39.740311,-105.13092,4
7221,39.706048,-104.92202,1
4842,39.78305,-104.81442,1
5231,39.744444,-104.98508,1
4921,39.664337,-105.01144,10
5239,39.712508,-104.9479,1
5242,39.723747,-104.92922,1
5619,39.701586,-104.96732,1
4453,39.623788,-105.08764,1
7221,39.740063,-104.94911,33
5615,39.638852,-104.82148,1
5313,39.714563,-104.94315,1
5239,39.742474,-105.15801,7
4453,39.848863,-104.98822,1
5416,39.636067,-105.12911,1
2383,39.718799,-104.99302,2
7222,39.840077,-105.05312,2
7222,39.710886,-104.97358,11
2381,39.826147,-105.03829,57
4453,39.743396,-105.02502,1
2381,39.645509,-105.00272,22
4453,39.739985,-104.94488,2
7221,39.761963,-105.03846,3
5411,39.618337,-105.13085,2
5411,39.686438,-104.93922,1
5182,39.619537,-105.0455,1
4541,39.723466,-105.16606,4
6212,39.63695,-104.82792,1
5415,39.726767,-105.19936,1
5412,39.687901,-104.88751,2
5313,39.767859,-105.11298,1
8122,39.710963,-104.98252,17
5613,39.623703,-104.89836,2
7211,39.693651,-104.88208,1
6213,39.723282,-105.13242,1
5415,39.87999,-105.02856,1
4239,39.623446,-104.82547,1
6242,39.743625,-104.97595,15
5411,39.751537,-104.93518,1
5411,39.742641,-104.98592,12
4251,39.878856,-105.11098,1
3231,39.653674,-105.01684,3
8134,39.748549,-105.00026,6
5312,39.735784,-104.91592,1
5611,39.704349,-104.93162,1
7221,39.696363,-104.83467,19
4251,39.718837,-105.13993,1
5414,39.693368,-104.95452,1
2383,39.674663,-104.89908,9
4511,39.650141,-104.99718,2
5415,39.633402,-104.90057,3
5415,39.604206,-104.89932,13
2361,39.775297,-105.08748,1
4482,39.609563,-105.0982,2
5415,39.750879,-104.99898,6
4249,39.733396,-104.91858,2
6213,39.674664,-104.83948,2
5413,39.702197,-104.98409,1
2389,39.737768,-105.18726,12
2389,39.678737,-105.00087,4
8139,39.891365,-105.07028,3
6214,39.606295,-104.90438,5
4842,39.776517,-105.09338,6
5611,39.812663,-105.01743,1
5111,39.658056,-104.83769,546
7224,39.697036,-105.05339,12
6116,39.738546,-104.87188,8
2382,39.798437,-105.06318,32
7221,39.675903,-104.94042,1
5416,39.615743,-105.01527,2
4481,39.747823,-104.9995,3
5413,39.626007,-104.89432,1
8111,39.739567,-105.12812,3
6212,39.892206,-104.97742,1
7221,39.719876,-104.90335,24
8112,39.689248,-104.98178,2
2381,39.778901,-105.06418,1
5419,39.759837,-105.01361,1
5412,39.692477,-105.14422,4
5242,39.674629,-105.08151,2
4542,39.728993,-105.05338,4
7221,39.743738,-104.97595,15
5413,39.752,-104.9974,4
5611,39.623164,-104.82569,1
6212,39.706789,-104.94245,24
2361,39.603941,-105.06387,1
5611,39.730224,-105.01418,1
8139,39.727439,-104.97862,1
2389,39.631137,-105.04292,3
5416,39.692682,-104.96308,1
2361,39.740507,-104.90008,1
4411,39.852509,-104.97818,15
5418,39.66648,-104.94092,3
2382,39.766932,-104.82045,3
5311,39.652863,-104.91412,1
8111,39.754663,-105.02281,2
8141,39.704284,-104.96418,1
3391,39.696463,-105.0804,6
5223,39.74972,-105.1453,6
5242,39.811662,-105.13808,3
5311,39.863637,-105.00146,3
6114,39.601762,-105.13461,1
5415,39.815336,-105.18906,2
5239,39.604294,-104.88741,28
2383,39.838968,-104.91839,9
6211,39.725907,-105.11958,11
6115,39.730992,-104.99235,7
8132,39.770116,-104.95958,1
6213,39.812463,-105.13183,4
5412,39.6111,-104.8842,4
4541,39.6641,-104.8353,9
5312,39.602063,-104.89932,1
5611,39.750515,-104.99945,6
6211,39.681926,-105.10988,1
2383,39.6151,-105.0715,2
5416,39.653863,-104.82708,3
5613,39.779437,-104.8495,43
7222,39.653237,-104.90653,52
8121,39.65535,-104.89907,6
4441,39.63094,-105.0094,9
4441,39.884863,-104.97209,4
4441,39.69375,-104.8281,6
4441,39.865456,-105.08598,7
4441,39.678537,-104.93065,7
5511,39.663052,-104.9978,29
5415,39.708423,-104.97322,1
2361,39.601906,-105.11138,1
6211,39.623863,-104.89232,3
5417,39.70507,-104.97442,1
5242,39.677786,-104.90838,3
5413,39.708547,-104.96732,2
5411,39.621038,-104.89431,2
5241,39.722137,-104.82434,1
5411,39.648018,-104.98742,1
5411,39.745169,-104.9896,1
5313,39.819137,-104.97782,3
6115,39.696363,-104.83433,3
5415,39.668325,-105.14891,5
4482,39.717928,-104.95208,14
6211,39.731183,-104.93466,1
5411,39.622576,-104.89037,1
4251,39.821967,-105.18827,1
2382,39.606612,-104.92894,3
6114,39.672331,-104.98538,1
2382,39.718634,-105.19462,12
5241,39.682237,-104.93701,6
5416,39.718767,-105.09902,1
4461,39.781724,-104.97311,3
3328,39.69447,-105.00178,2
5614,39.854449,-105.04922,1
5611,39.616861,-104.92628,2
8111,39.73067,-105.02962,1
2382,39.77607,-105.06638,1
5412,39.636162,-104.89912,33
4431,39.696737,-104.93863,1
5181,39.6801,-104.9406,25
5415,39.745578,-105.16214,2
4234,39.811295,-105.16721,11
4251,39.677144,-104.95958,7
5161,39.652286,-104.99488,9
4251,39.628263,-104.82209,1
5182,39.612241,-104.88647,29
6215,39.747616,-104.84055,3
5416,39.782167,-105.06232,1
7113,39.699753,-104.93392,7
5417,39.723645,-105.16807,9
5417,39.747616,-104.84055,7
5181,39.7666,-105.019,4
4236,39.750518,-104.99644,8
5311,39.748414,-104.99379,1
5415,39.750051,-104.9978,22
5415,39.744804,-104.98965,37
5111,39.750344,-104.93408,2
5415,39.877417,-105.09575,1
5112,39.749714,-104.99305,37
3254,39.747616,-104.84055,50
4236,39.745703,-104.99024,27
5415,39.88332,-105.07633,27
6116,39.758924,-105.00585,9
5416,39.606704,-104.89968,11
5239,39.854589,-105.05279,3
5413,39.604294,-104.88741,9
4232,39.703502,-104.99902,14
5311,39.626975,-104.97473,1
3323,39.659038,-104.97715,5
4481,39.653237,-104.89916,11
4251,39.806016,-105.19061,1
5411,39.684998,-104.94198,3
2383,39.609136,-105.1211,7
7221,39.750847,-104.97313,6
4851,39.812606,-104.9888,427
5312,39.7442,-105.1096,2
7221,39.73326,-104.97502,2
2383,39.772719,-104.89284,7
3152,39.609563,-105.09796,3
5414,39.846038,-105.05777,1
5414,39.752263,-105.0336,1
5615,39.674663,-104.84484,58
6116,39.860322,-105.06408,2
2361,39.6151,-105.0715,1
4236,39.760101,-104.98709,5
3371,39.787916,-104.96841,5
4541,39.735163,-104.98949,2
5619,39.6111,-104.8842,5
8111,39.852916,-104.97912,1
4411,39.624863,-104.98818,59
5311,39.870728,-105.00578,8
5311,39.881048,-104.93127,12
5311,39.874472,-105.02492,3
5414,39.742337,-105.04612,1
3371,39.777466,-105.00152,28
2381,39.802653,-105.07681,60
5415,39.898463,-105.12195,66
4251,39.726118,-104.95306,1
6213,39.67173,-104.97322,1
5313,39.651336,-104.88111,7
5412,39.748658,-104.99793,1
2382,39.691368,-104.99118,71
2361,39.764431,-104.83891,12
5617,39.681008,-105.10002,3
7221,39.68025,-105.05342,6
5242,39.749039,-104.99451,3
5313,39.682621,-104.93748,6
6241,39.740137,-104.97851,38
5415,39.701982,-104.91146,2
7221,39.752472,-104.99637,28
5239,39.753965,-104.99621,2
5419,39.689869,-104.96188,1
4251,39.737219,-104.91298,1
5411,39.769437,-105.08418,1
2361,39.785307,-105.13532,6
8139,39.642054,-104.99029,8
5242,39.884862,-104.96022,1
4533,39.780637,-104.93598,15
5239,39.602063,-104.89932,2
5239,39.744774,-104.99077,28
2371,39.806863,-105.05139,1
5616,39.889038,-105.03275,15
5416,39.743327,-104.94632,1
5415,39.618073,-104.89647,60
5223,39.865872,-105.02288,1
5411,39.624305,-104.89741,1
7221,39.848813,-104.98903,5
5614,39.678048,-104.9986,41
4431,39.696563,-104.99598,3
3343,39.742534,-104.98342,3
4841,39.78935,-104.95718,5
5617,39.896323,-104.96031,2
5611,39.851782,-105.05127,5
5511,39.851782,-105.05127,43
5223,39.66544,-104.86034,2
5611,39.868478,-105.09292,1
4251,39.662625,-104.86235,6
5415,39.618073,-104.89647,17
5613,39.7204,-105.1199,2
5411,39.744444,-104.98508,2
5619,39.674563,-104.87968,1
5312,39.619828,-104.89118,4
5242,39.695347,-104.86611,1
6241,39.862203,-105.06818,15
2382,39.637871,-104.98412,1
6211,39.77589,-105.08122,2
3363,39.642437,-105.02323,2
5223,39.61179,-104.90105,27
4842,39.853494,-105.09838,2
5617,39.686997,-104.83898,2
2381,39.796296,-104.84396,5
5511,39.825437,-104.98712,20
5413,39.689263,-104.98022,1
8139,39.844339,-105.05312,3
5418,39.775349,-105.02895,1
6211,39.662323,-104.85743,2
4511,39.628049,-105.02512,1
5223,39.734549,-104.99048,4
5619,39.691555,-104.9244,1
6231,39.638363,-105.03692,48
2383,39.754827,-104.94661,1
2383,39.770863,-104.95008,2
5415,39.618073,-104.89647,14
4251,39.622105,-105.0237,1
7222,39.676343,-104.80962,2
5411,39.745906,-104.99275,2
8121,39.660694,-104.85492,2
4453,39.829389,-105.18714,8
5412,39.841937,-105.09145,1
4236,39.718709,-105.00283,3
5414,39.705899,-104.98778,3
4251,39.798437,-104.92021,6
4481,39.710963,-104.82293,20
4481,39.734752,-105.15931,21
4481,39.609937,-105.09608,17
4481,39.709337,-105.07637,19
7211,39.777373,-104.84728,33
5416,39.850208,-105.12352,1
3241,39.805363,-104.93614,18
3241,39.805363,-104.93615,2
4247,39.601271,-104.89009,16
4251,39.720337,-105.01715,9
8139,39.610185,-105.06966,2
4851,39.812606,-104.9888,1
5419,39.79676,-105.06832,2
5415,39.84988,-105.0492,2
8111,39.656932,-105.00346,4
4238,39.811148,-104.97828,1
5223,39.650564,-104.98282,13
5413,39.743663,-104.9463,6
4541,39.696463,-104.98354,5
5418,39.746256,-104.99145,6
7224,39.754446,-104.99464,35
4543,39.825437,-104.98712,3
5416,39.682237,-104.93701,3
7221,39.69958,-105.02518,5
5222,39.746337,-104.98342,2
5322,39.739963,-104.91982,9
4841,39.783263,-104.93884,37
4869,39.802104,-104.94668,4
6212,39.696737,-104.85704,1
5313,39.8428,-105.1185,5
5419,39.728763,-104.99783,1
6241,39.650137,-105.07725,3
5312,39.674563,-104.87968,1
7211,39.635411,-104.98808,2
6111,39.849137,-104.99821,143
6212,39.686438,-104.93922,4
5223,39.655104,-105.08112,2
4251,39.658674,-104.84649,1
5311,39.749018,-105.00091,6
5161,39.652963,-104.98392,5
2381,39.642377,-105.021,4
8141,39.821541,-105.10215,1
4922,39.649263,-104.99922,14
2389,39.745037,-104.98322,2
4249,39.800867,-104.98138,2
4244,39.800797,-104.98102,2
6211,39.67173,-104.97322,2
5416,39.628215,-105.1268,1
5412,39.739601,-105.16388,74
2382,39.868517,-105.09784,5
5222,39.619828,-104.89118,14
5173,39.825437,-104.98712,6
5411,39.748235,-104.99844,8
5415,39.682795,-104.98178,2
2381,39.871271,-105.00001,3
5413,39.897464,-104.9521,2
2382,39.780878,-105.07228,3
5411,39.623863,-104.90724,2
5223,39.623703,-104.89836,1
4885,39.798163,-104.92647,2
7223,39.711889,-104.91402,4
5411,39.628247,-104.89783,1
4532,39.632537,-105.00619,4
5323,39.672364,-105.00923,1
4251,39.813515,-105.08398,2
5411,39.649953,-104.99718,1
